CODLOCAL,CEN_EDU_L,CODCPSIG,NOMCPSIG,FUENTE_LOC,X_LONGITUD,Y_LATITUD,Fecha,VAL,NALT_LOCAL,CORD_YX
036891,88312,122032,ANTA,MED_GPS,-78.07380343600,-9.24839784300,5/27/2016,,1780,-9.248397843-78.073803436
036787,88043,617406,HUELLAPAMPA,MED_GPS,-78.09315335200,-9.23578408400,5/27/2016,,1448,-9.235784084-78.093153352
037206,88367,564061,SAN PEDRITO,MED_GPS,-78.44923789200,-9.23710553000,5/31/2016,,33,-9.23710553-78.449237892
037112,89537,112942,CAPELLANIA,MED_GPS,-78.37994548900,-9.20134555300,5/30/2016,,100,-9.201345553-78.379945489
037089,89510,123595,CERRO BLANCO,MED_GPS,-78.34166467900,-9.18405910900,5/30/2016,,152,-9.184059109-78.341664679
037013,MARCOS EVARISTO VILLACRE,113710,NEPE├æA,MED_GPS,-78.35752503100,-9.17538641700,5/30/2016,,140,-9.175386417-78.357525031
036914,88343,117741,YAPACAYAN,MED_GPS,-78.06919586500,-9.17091441200,5/26/2016,,1350,-9.170914412-78.069195865
803783,HIGH SCHOOL CATOLICA VIRGEN DE GUADALUPE,113710,NEPE├æA,MED_GPS,-78.35663547800,-9.17161288200,5/30/2016,,142,-9.171612882-78.356635478
036928,88359,115110,BRE├æA,MED_GPS,-78.07727086200,-9.16509339700,5/26/2016,,1211,-9.165093397-78.077270862
036933,88372,126175,VIRAHUANCA,MED_GPS,-78.20060977100,-9.16087957400,5/27/2016,,420,-9.160879574-78.200609771
036829,88082,132018,BRE├æA ISCO,MED_GPS,-78.09026052800,-9.15743443100,5/26/2016,,1044,-9.157434431-78.090260528
037051,88099,110298,SAN JOSE,MED_GPS,-78.32775419900,-9.15606710200,5/30/2016,,189,-9.156067102-78.327754199
036773,88007,547166,WINTON,MED_GPS,-78.11005747300,-9.14913538200,5/26/2016,,884,-9.149135382-78.110057473
036848,88259,120737,HUARCOS,MED_GPS,-78.16405913400,-9.14950972700,5/27/2016,,565,-9.149509727-78.164059134
037094,89501 MANUEL ENCARNACION ROJO CASTILLO,119806,SAN JACINTO,MED_GPS,-78.28420089300,-9.14781365500,5/30/2016,,257,-9.147813655-78.284200893
037107,89509 AMANDA MIASTA GUTIERREZ,119806,SAN JACINTO,MED_GPS,-78.28350375800,-9.14742533300,5/30/2016,,257,-9.147425333-78.283503758
807781,SCHOOL KINDER KING,683073,SOLIDEX ALTO,MED_GPS,-78.28369677700,-9.14655125900,5/30/2016,,264,-9.146551259-78.283696777
701176,PEQUE├æOS EMPRENDEDORES,652131,LA MOLINA,MED_GPS,-78.50708730600,-9.14582431900,5/31/2016,,25,-9.145824319-78.507087306
036886,88303,537939,LIMONHIRCA,MED_GPS,-78.16836786100,-9.14302054800,5/27/2016,,575,-9.143020548-78.168367861
036768,88002 JOSUE ROCA DE LOS SANTOS,112040,POCOS,MED_GPS,-78.14335167200,-9.14128936900,5/26/2016,,671,-9.141289369-78.143351672
036947,SANTO DOMINGO,118508,MORO,MED_GPS,-78.18190478300,-9.14055117700,5/26/2016,,488,-9.140551177-78.181904783
037975,CEBA - GABRIELA MISTRAL,652142,VILLA SAN LUIS,MED_GPS,-78.51012666300,-9.13766866000,5/31/2016,,36,-9.13766866-78.510126663
037065,89508,110531,MOTOCACHY,MED_GPS,-78.21117804700,-9.13485970300,5/25/2016,,434,-9.134859703-78.211178047
625248,88414,683074,NUEVO MORO,MED_GPS,-78.16853144300,-9.13348142900,5/26/2016,,539,-9.133481429-78.168531443
745585,JESUS DE BELEN,682113,NUEVA ESPERANZA,MED_GPS,-78.49957431200,-9.13579324800,5/31/2016,,43,-9.135793248-78.499574312
729081,89540,655255,LAS PENCAS,MED_GPS,-78.18213296500,-9.12424555200,5/27/2016,,520,-9.124245552-78.182132965
037008,88271,133023,SAN JUAN,MED_GPS,-78.19437603200,-9.11985912400,5/25/2016,,500,-9.119859124-78.194376032
036952,88390,529742,HUANCARPON,MED_GPS,-78.17378646800,-9.10708741000,5/27/2016,,641,-9.10708741-78.173786468
036810,88081,110820,HORNILLOS,MED_GPS,-78.06439271700,-9.10396299500,5/26/2016,,1423,-9.103962995-78.064392717
625432,88412,528019,SAN FELIX,MED_GPS,-78.08249046900,-9.10092858800,5/26/2016,,1234,-9.100928588-78.082490469
036792,88077 WALTER MALDONADO COLONIA,125531,LAREA,MED_GPS,-78.11895017200,-9.09987912700,5/26/2016,,870,-9.099879127-78.118950172
036909,88326,522074,TAMBO,MED_GPS,-78.10164355000,-9.09652841800,5/26/2016,,1082,-9.096528418-78.10164355
036872,88294,561254,QUILLHUAY,MED_GPS,-78.16421488300,-9.09552113200,5/25/2016,,619,-9.095521132-78.164214883
036834,88225,614198,CAPTUY,MED_GPS,-78.17498117000,-9.09374274900,5/25/2016,,600,-9.093742749-78.17498117
036141,88098,125147,SALITRE,MED_GPS,-78.15259436000,-9.05155146800,5/25/2016,,824,-9.051551468-78.15259436
036004,88057 SAN LORENZO MARTIR,114036,COSMA,MED_GPS,-78.03995217500,-9.04268951300,5/25/2016,,2581,-9.042689513-78.039952175
035957,88050,113225,JIMBE,MED_GPS,-78.13864577900,-9.01407601400,5/25/2016,,1185,-9.014076014-78.138645779
036075,88083,111207,GUADALUPE,MED_GPS,-78.06273142100,-9.01279964000,5/25/2016,,2080,-9.01279964-78.062731421
036216,88306,539736,MIRAFLORES DE SAN PABLO,MED_GPS,-78.09967285200,-9.00336337400,5/24/2016,,1620,-9.003363374-78.099672852
036122,88094 BETZABE ESPINOZA PEREZ,126108,CANCHAS,MED_GPS,-78.08557944300,-8.99310695600,5/24/2016,,1827,-8.993106956-78.085579443
036061,88079,111653,HUASHCAYAN,MED_GPS,-78.03053459200,-8.98994102900,5/24/2016,,2573,-8.989941029-78.030534592
036202,88305,510542,CUTCO,MED_GPS,-78.08632288300,-8.98706735200,5/24/2016,,1649,-8.987067352-78.086322883
035981,88055 DANILO CARRASCO MAZA,123490,COLCAP,MED_GPS,-78.05840768000,-8.97887069200,5/24/2016,,1998,-8.978870692-78.05840768
364482,478 GRANITOS DE MOSTAZA,570625,SAN PABLO DE CUYANA,MED_GPS,-73.37636107500,-3.76656065700,7/16/2016,,98,-3.766560657-73.376361075
364793,606,683072,EL PORVENIR,MED_GPS,-73.27828327100,-3.75335900600,7/20/2016,,85,-3.753359006-73.278283271
364929,694,240577,SAN PEDRO,MED_GPS,-73.33539792700,-3.75261997700,7/17/2016,,91,-3.752619977-73.335397927
364255,326,125012,SAN JOSE DE LUPUNA,MED_GPS,-73.32734960400,-3.74337158000,7/17/2016,,94,-3.74337158-73.327349604
364651,544,129235,SANTA RITA,MED_GPS,-73.32404945800,-3.73200083400,7/17/2016,,102,-3.732000834-73.324049458
368692,60048 SAN JOSE DE OMAGUAS,311005,SAN JOSE DE OMAGUAS,MED_GPS,-73.37320555800,-4.18893738500,7/13/2016,,99,-4.188937385-73.373205558
368772,60145,537488,SAN SALVADOR DE OMAGUAS,MED_GPS,-73.37721087200,-4.17411212900,7/13/2016,,112,-4.174112129-73.377210872
369149,60842,512139,SE├æOR DE LOS MILAGROS,MED_GPS,-73.37730927100,-4.13434295200,7/13/2016,,93,-4.134342952-73.377309271
369620,601535,623127,SAN JORGE 2,MED_GPS,-73.19341954300,-4.02288153700,7/15/2016,,92,-4.022881537-73.193419543
368885,60157,626622,YANAYACU INTERIOR,MED_GPS,-73.12801612900,-3.91083440500,4/14/2016,,110,-3.910834405-73.128016129
746028,601348,625883,NUEVA JERUSALEN,MED_GPS,-73.12628243900,-3.88061915900,7/14/2016,,94,-3.880619159-73.126282439
366891,PADRE SEVERINO DESHAIES,622081,ROSARIO AUCAYO,MED_GPS,-73.15360288900,-3.85795096100,7/14/2016,,90,-3.857950961-73.153602889
369427,601347,612446,SANTA ROSA DE MUYUY,MED_GPS,-73.23657467600,-3.85636706500,7/21/2016,,94,-3.856367065-73.236574676
365472,60106,623826,UNION QUEBRADA AUCAYO,MED_GPS,-73.12185321400,-3.84378553700,7/14/2016,,90,-3.843785537-73.121853214
365429,60101,236393,GALLITO,MED_GPS,-73.15677843900,-3.83261881900,7/14/2016,,88,-3.832618819-73.156778439
365919,60955,624222,CENTRO MAZANA ZONA II,MED_GPS,-73.22667392500,-3.83175420800,7/21/2016,,92,-3.831754208-73.226673925
365938,60961,626487,MAZANA I ZONA,MED_GPS,-73.23668607000,-3.80460183500,7/21/2016,,88,-3.804601835-73.23668607
365783,60754,125982,TARAPOTO,MED_GPS,-73.40615104100,-3.80462900000,7/19/2016,,100,-3.804629-73.406151041
740352,601581 CORAZON DE JESUS,573197,POPULAR MORONACOCHA,MED_GPS,-73.30745740300,-3.79857682900,7/19/2016,,107,-3.798576829-73.307457403
365735,60368,682227,ULLPA CA├æO,MED_GPS,-73.23580916200,-3.78824190600,7/22/2016,,92,-3.788241906-73.235809162
365226,60027,128113,SANTA CLARA,MED_GPS,-73.33911455800,-3.78648725400,7/16/2016,,94,-3.786487254-73.339114558
365882,60901,625622,CA├æAVERAL,MED_GPS,-73.17486793700,-3.78363922500,7/22/2016,,91,-3.783639225-73.174867937
365518,60113,234039,RUMOCOCHA,MED_GPS,-73.31208384500,-3.78043661500,7/19/2016,,92,-3.780436615-73.312083845
803231,60097,566083,28 DE JULIO,MED_GPS,-73.26070300200,-3.77813741700,7/20/2016,,85,-3.778137417-73.260703002
366235,601329,618408,8 DE DICIEMBRE,MED_GPS,-73.24854384800,-3.77775118400,7/21/2016,,88,-3.777751184-73.248543848
366424,601442,130824,HUATURI,MED_GPS,-73.40424163800,-3.77558343200,7/16/2016,,97,-3.775583432-73.404241638
366693,6010127,619503,SAN MIGUEL,MED_GPS,-73.18922821400,-3.76939147100,7/22/2016,,88,-3.769391471-73.189228214
365504,60112,570625,SAN PABLO DE CUYANA,MED_GPS,-73.37507350400,-3.76570817900,7/16/2016,,97,-3.765708179-73.375073504
366363,601411 MELVIN JONES,651729,CASTA├æAL PAMPACHICA,MED_GPS,-73.27290363500,-3.76120114200,7/20/2016,,95,-3.761201142-73.272903635
366848,6010278,683072,EL PORVENIR,MED_GPS,-73.27842058500,-3.75448963300,7/20/2016,,87,-3.754489633-73.278420585
366527,601498,652672,8 DE OCTUBRE,MED_GPS,-73.40742499100,-3.75279079500,7/16/2016,,99,-3.752790795-73.407424991
365387,60095,240577,SAN PEDRO,MED_GPS,-73.33548787900,-3.75265632200,7/17/2016,,90,-3.752656322-73.335487879
366301,601385,613340,LOBOYACU,MED_GPS,-73.39034144400,-3.75057994800,7/16/2016,,98,-3.750579948-73.390341444
365580,60127,125012,SAN JOSE DE LUPUNA,MED_GPS,-73.32435199100,-3.74523774800,7/17/2016,,91,-3.745237748-73.324351991
365561,60124,129235,SANTA RITA,MED_GPS,-73.32394351500,-3.73090370700,7/17/2016,,100,-3.730903707-73.323943515
740842,AUCAYO,622081,ROSARIO AUCAYO,MED_GPS,-73.15481945400,-3.86029283400,7/14/2016,,90,-3.860292834-73.154819454
1879429,PAJARITO I - 5,625883,NUEVA JERUSALEN,MED_GPS,-73.12606414600,-3.88163229000,7/14/2016,,96,-3.88163229-73.126064146
1882824,PAJARITO II - 1,622081,ROSARIO AUCAYO,MED_GPS,-73.15185209000,-3.86287243600,7/14/2016,,92,-3.862872436-73.15185209
2688148,CHISPITAS DE ILUSION,119703,MONTE GRANDE,MED_GPS,-80.02618089700,-6.54134618600,8/25/2016,,18,-6.541346186-80.026180897
2688146,ESTRELLITAS DE MARIA,654200,LAS PALMERAS,MED_GPS,-79.96945557500,-6.52025575100,8/22/2016,,27,-6.520255751-79.969455575
3863632,ALEGRIA DE LOS NI├æOS,654196,LOS SANCHEZ,MED_GPS,-79.96763348500,-6.51531361800,8/22/2016,,31,-6.515313618-79.967633485
2690712,GOTITAS DE AMOR,683062,NUEVA ESPERANZA,MED_GPS,-79.85735651900,-6.51169616900,8/25/2016,,49,-6.511696169-79.857356519
2688142,RAYITOS DE LUNA,219374,ANGOLO I,MED_GPS,-80.04190619700,-6.51013531000,8/22/2016,,15,-6.51013531-80.041906197
3863630,DIVINO NI├æO JESUS,122947,OLLERIA,MED_GPS,-80.00089454200,-6.50000709900,8/22/2016,,25,-6.500007099-80.000894542
2690720,ANGELITOS DE MARIA,132609,EL PAVO,MED_GPS,-79.83515901800,-6.49868134400,8/25/2016,,56,-6.498681344-79.835159018
2688151,CHISPITAS DE ALEGRIA,624967,BELLA LIDIA,MED_GPS,-79.90851366400,-6.49457946600,8/25/2016,,38,-6.494579466-79.908513664
2688147,JOYITAS DE JESUS,654186,EL PORVENIR,MED_GPS,-79.94425958000,-6.49045853600,8/22/2016,,35,-6.490458536-79.94425958
2690705,LUCERITOS DE MI VIDA,123004,LA PINTADA,MED_GPS,-79.85736994800,-6.48972738800,8/24/2016,,47,-6.489727388-79.857369948
3839619,ALITA DE ANGEL,624844,CHIRIMOYO BAJO,MED_GPS,-79.87742950600,-6.48137716200,8/23/2016,,44,-6.481377162-79.877429506
2690726,MI CASITA DE LA INFANCIA,654262,LA ARENA,MED_GPS,-79.91010721800,-6.48101607600,8/24/2016,,40,-6.481016076-79.910107218
3863640,DIVINO NI├æO JESUS,683064,FUNDO SAN JOSE,MED_GPS,-79.86437084800,-6.48077468700,8/23/2016,,46,-6.480774687-79.864370848
3839608,SARITA COLONIA,111939,COMPUERTA MARCELO,MED_GPS,-79.87908104500,-6.47300745300,8/23/2016,,46,-6.473007453-79.879081045
3863637,LOS NI├æOS Y SU MUNDO,654258,ALTO PERU,MED_GPS,-79.90844478400,-6.47194986600,8/24/2016,,43,-6.471949866-79.908444784
3839618,LUCECITA DE COLORES,210106,HUACA EL MUERTO,MED_GPS,-79.88922128600,-6.47169113900,8/23/2016,,45,-6.471691139-79.889221286
2690728,CORAZON DE JESUS,517820,LOS RIOJAS,MED_GPS,-79.90009539700,-6.46928181600,8/24/2016,,47,-6.469281816-79.900095397
3863645,SAGRADA FAMILIA,537138,HUACA DE RICO RAMA PANAQUE,MED_GPS,-79.85963650100,-6.46695869600,8/24/2016,,48,-6.466958696-79.859636501
2697219,CORAZON DE JESUS,683065,SEQUIONES BAJO,MED_GPS,-79.93285325300,-6.46191696000,8/22/2016,,39,-6.46191696-79.932853253
3863646,ESTRELLITAS DE AMOR,683066,CULPON BAJO RAMA EL SAUCE,MED_GPS,-79.84457109400,-6.45952640400,8/24/2016,,52,-6.459526404-79.844571094
3839603,JESUS MI BUEN PASTOR,534693,CULPON BAJO,MED_GPS,-79.85325733600,-6.45729308700,8/24/2016,,53,-6.457293087-79.853257336
3839616,CHISPITAS DE ILUSION,617908,EL COLOCHE,MED_GPS,-79.87324916100,-6.45689543900,8/23/2016,,50,-6.456895439-79.873249161
2697215,EL MUNDO DE LOS NI├æOS,541897,PUENTE MACHUCA,MED_GPS,-79.84887464900,-6.43887879800,8/23/2016,,56,-6.438878798-79.848874649
3863613,SANTISIMA VIRGEN DE GUADALUPE,683067,LOS VIDAURRE,MED_GPS,-79.84422014800,-6.43482545400,8/23/2016,,55,-6.434825454-79.844220148
2697206,JESUS AMA A LOS NI├æOS,538301,SANTA ISABEL,MED_GPS,-79.89937554500,-6.42908365400,8/23/2016,,49,-6.429083654-79.899375545
2697203,JESUS AMIGO DE LOS NI├æOS,683068,LOS BANCES,MED_GPS,-79.87193325500,-6.42632228600,8/23/2016,,51,-6.426322286-79.871933255
3863614,LOS NI├æOS DE JESUS,619627,SAN LUIS,MED_GPS,-79.87923645300,-6.41125576100,8/23/2016,,52,-6.411255761-79.879236453
3954333,TIERNAS HUELLITAS,626343,EL CAUTIVO,MED_GPS,-79.82949914400,-6.40813741800,8/23/2016,,59,-6.408137418-79.829499144
3954321,EL MILAGRO,541337,LA SOLEDAD,MED_GPS,-79.85599246000,-6.39825826600,8/23/2016,,58,-6.398258266-79.85599246
3954316,AMIGUITOS DE JESUS,523030,EL PINTOR,MED_GPS,-79.82175063200,-6.38382395700,8/23/2016,,62,-6.383823957-79.821750632
2697216,JESUS DIVINO MAESTRO,683069,FELIX GIL MAYANGA,MED_GPS,-79.92940226000,-6.37380689000,8/23/2016,,46,-6.37380689-79.92940226
2675164,GOTITAS DEL CIELO,559960,CERRO TEODORO,MED_GPS,-79.81781989700,-5.78372278900,8/26/2016,,138,-5.783722789-79.817819897
3964206,AMIGUITOS DE JESUS,245817,CERRO TEODORO LOS MORALES,MED_GPS,-79.80635943300,-5.77545930500,8/26/2016,,159,-5.775459305-79.806359433
3964204,SAN FRANCISCO DE ASIS,650099,SAN FRANCISCO DE ASIS,MED_GPS,-79.83029099900,-5.76174327300,8/26/2016,,128,-5.761743273-79.830290999
287648,10229 NICOLAS ZAPATA SALDARRIAGA,116316,SASAPE VIEJO,MED_GPS,-79.90431790200,-6.51123946600,8/24/2016,,36,-6.511239466-79.904317902
287752,LICEO AGUIRRE,123004,LA PINTADA,MED_GPS,-79.85774962200,-6.49258627100,8/24/2016,,51,-6.492586271-79.857749622
287634,10228 ELINA VINCES LLANOS,131704,GRANJA SASAPE,MED_GPS,-79.90321559000,-6.48575864900,8/24/2016,,41,-6.485758649-79.90321559
284027,10124 NUESTRA SE├æORA DE LOURDES,616889,SAN PEDRO DE SASAPE,MED_GPS,-79.88142572400,-6.45984387200,8/23/2016,,46,-6.459843872-79.881425724
373486,60109 SANTA ESTEFANIA,546777,MOMONCILLO,MED_GPS,-73.26994264700,-3.67359660100,6/1/2016,,95,-3.673596601-73.269942647
740535,771,621986,SANTA CLOTILDE,MED_GPS,-73.24471900400,-3.66125816800,5/8/2016,,114,-3.661258168-73.244719004
373170,446,620922,PORVENIR,MED_GPS,-73.29637547700,-3.65635386400,6/1/2016,,95,-3.656353864-73.296375477
373293,676 - BILINGUE INTERCULTURAL,246228,EL MILAGRO,MED_GPS,-73.23869140300,-3.65561813600,5/29/2016,,112,-3.655618136-73.238691403
544780,894 - BILINGUE INTERCULTURAL,620742,INDEPENDENCIA,MED_GPS,-73.23627674200,-3.64812605000,5/28/2016,,137,-3.64812605-73.236276742
373226,542,622849,ASTORIA,MED_GPS,-73.22305006400,-3.64462484400,5/2/2016,,91,-3.644624844-73.223050064
373108,336,517784,PICURO YACU,MED_GPS,-73.25894061000,-3.64381808800,5/28/2016,,133,-3.643818088-73.25894061
373132,349,215661,BARRIO FLORIDO,MED_GPS,-73.21212689300,-3.63833031900,5/29/2016,,98,-3.638330319-73.212126893
740234,776,620551,CENTRO ARENAL,MED_GPS,-73.22038188200,-3.63475860900,5/28/2016,,132,-3.634758609-73.220381882
740248,777,614726,NUEVA AMAZONIA,MED_GPS,-73.14072973800,-3.62788000800,5/27/2016,,87,-3.627880008-73.140729738
740229,775,621267,SANTA CLARA ZONA 2,MED_GPS,-73.20464488100,-3.62785773000,5/29/2016,,93,-3.62785773-73.204644881
740465,601687,569646,SAN ANTONIO PICUROYACU,MED_GPS,-73.26002000500,-3.62774663600,5/28/2016,,137,-3.627746636-73.260020005
373146,354,242209,SANTA CLARA DE OJEAL,MED_GPS,-73.19159576600,-3.62317205800,5/27/2016,,93,-3.623172058-73.191595766
373288,671,612438,SANTA CLARA III ZONA,MED_GPS,-73.18040733300,-3.61615165000,5/27/2016,,93,-3.61615165-73.180407333
373151,400 CORAZON DE JESUS,212848,SANTA MARIA DE OJEAL,MED_GPS,-73.16925382300,-3.60662924400,5/27/2016,,92,-3.606629244-73.169253823
373274,658 SANTA MARIA DE FATIMA,112840,SANTA MARIA DE FATIMA,MED_GPS,-73.13157303400,-3.60291829800,5/27/2016,,87,-3.602918298-73.131573034
123379,828,511314,SAN JUAN DE SINCHICUY,MED_GPS,-73.18269384600,-3.58594917400,5/27/2016,,89,-3.585949174-73.182693846
365537,60119,551545,SAN JOSE,MED_GPS,-73.24244298000,-3.77115122900,6/7/2016,,87,-3.771151229-73.24244298
366155,601077,621340,NUEVO LIBERAL,MED_GPS,-73.24296209400,-3.76501863400,6/7/2016,,84,-3.765018634-73.242962094
365207,60025,652545,ISLA IQUITOS,MED_GPS,-73.23141713200,-3.73329537500,6/3/2016,,87,-3.733295375-73.231417132
373575,60137 SOLDADO ALFREDO VARGAS GUERRA,616557,PROGRESO,MED_GPS,-73.22921409700,-3.72539219700,6/3/2016,,90,-3.725392197-73.229214097
365274,60036 LUIS NAVARRO CAUPER,114022,MANACAMIRI,MED_GPS,-73.28456799800,-3.71741148600,5/30/2016,,90,-3.717411486-73.284567998
373429,60063,533642,SANTA MARIA DEL AMAZONAS,MED_GPS,-73.24040796700,-3.71144830600,6/3/2016,,84,-3.711448306-73.240407967
373764,61501,622849,ASTORIA,MED_GPS,-73.22302702800,-3.64489698100,5/2/2016,,89,-3.644896981-73.223027028
373518,60116,517784,PICURO YACU,MED_GPS,-73.25931318600,-3.64431345100,5/28/2016,,133,-3.644313451-73.259313186
373603,60196 AMELIA SOUZA FREITAS DE SALAZAR,215661,BARRIO FLORIDO,MED_GPS,-73.21123926200,-3.63797137100,5/29/2016,,95,-3.637971371-73.211239262
373698,60839,620551,CENTRO ARENAL,MED_GPS,-73.22034454400,-3.63498098300,5/28/2016,,131,-3.634980983-73.220344544
373448,60065,242209,SANTA CLARA DE OJEAL,MED_GPS,-73.19036375900,-3.62220928000,5/27/2016,,92,-3.62220928-73.190363759
374018,6010191,612438,SANTA CLARA III ZONA,MED_GPS,-73.18018846500,-3.61533287300,5/27/2016,,97,-3.615332873-73.180188465
373655,60222,112840,SANTA MARIA DE FATIMA,MED_GPS,-73.13177307300,-3.60279754500,5/27/2016,,88,-3.602797545-73.131773073
365976,60979,118350,TIMAREO I ZONA,MED_GPS,-73.18019511500,-3.86726061100,6/3/2016,,87,-3.867260611-73.180195115
366669,6010101,621482,LUPUNILLO,MED_GPS,-73.25431264900,-3.82991946300,6/6/2016,,93,-3.829919463-73.254312649
366853,6010279,620856,NUEVO SAN JOSE,MED_GPS,-73.23969259300,-3.76862093800,6/6/2016,,81,-3.768620938-73.239692593
366297,601384,532135,TRES UNIDOS,MED_GPS,-73.36708634200,-3.74159110400,5/30/2016,,133,-3.741591104-73.367086342
373410,60061,573404,SAN ANTONIO,MED_GPS,-73.24606966900,-3.73459444100,6/7/2016,,95,-3.734594441-73.246069669
365863,60896,531934,FRAY MARTIN DE PORRES,MED_GPS,-73.31643269600,-3.71510017500,5/30/2016,,93,-3.715100175-73.316432696
373900,601493,618315,NUEVA UNION,MED_GPS,-73.24338421100,-3.71214601200,6/3/2016,,86,-3.712146012-73.243384211
373641,60200,122582,NUEVO SAN FERNANDO,MED_GPS,-73.26739987300,-3.69545264400,5/31/2016,,88,-3.695452644-73.267399873
373636,60199,652680,SANTO TOMAS,MED_GPS,-73.25473292100,-3.69061700200,5/31/2016,,94,-3.690617002-73.254732921
373679,60799 BILINGUE INTERCULTURAL,514627,SAN ANDRES,MED_GPS,-73.29167170700,-3.68469898400,5/30/2016,,90,-3.684698984-73.291671707
373556,60131,618296,PROGRESO ZONA 2,MED_GPS,-73.34009271900,-3.67252658400,5/31/2016,,94,-3.672526584-73.340092719
373622,60198 - BILINGUE INTERCULTURAL,246228,EL MILAGRO,MED_GPS,-73.23994215500,-3.65671838000,5/29/2016,,100,-3.65671838-73.239942155
373943,601541,621986,SANTA CLOTILDE,MED_GPS,-73.24815939400,-3.65647770900,5/8/2016,,134,-3.656477709-73.248159394
373542,60126,620922,PORVENIR,MED_GPS,-73.29674777500,-3.65605886900,6/1/2016,,90,-3.656058869-73.296747775
374080,601679,619340,ANTONIO SCAVINO,MED_GPS,-73.20372918800,-3.65211333700,5/29/2016,,84,-3.652113337-73.203729188
374023,6010210,620742,INDEPENDENCIA,MED_GPS,-73.23578783400,-3.64775433800,5/28/2016,,134,-3.647754338-73.235787834
373801,601328,624907,COSTANERA,MED_GPS,-73.21597514400,-3.63940951300,5/28/2016,,120,-3.639409513-73.215975144
373924,601516,622316,NUEVO PARAISO,MED_GPS,-73.46461122700,-3.63652825200,6/1/2016,,103,-3.636528252-73.464611227
366532,601504,614726,NUEVA AMAZONIA,MED_GPS,-73.14062641400,-3.62823424900,5/27/2016,,87,-3.628234249-73.140626414
373617,60197,621267,SANTA CLARA ZONA 2,MED_GPS,-73.20505141000,-3.62754476500,5/29/2016,,92,-3.627544765-73.20505141
740502,60100,540063,SAN JUAN,MED_GPS,-73.40509342000,-3.61268737300,6/1/2016,,94,-3.612687373-73.40509342
373434,60064,212848,SANTA MARIA DE OJEAL,MED_GPS,-73.16939430800,-3.60703552900,5/27/2016,,89,-3.607035529-73.169394308
370299,601095,618699,NUEVO PERU,MED_GPS,-73.17889030100,-3.60105413300,5/27/2016,,100,-3.601054133-73.178890301
370275,601093,511314,SAN JUAN DE SINCHICUY,MED_GPS,-73.18274208700,-3.58613011900,5/27/2016,,90,-3.586130119-73.182742087
373995,6010159,614244,SANTO TOMAS DE CAPIRONAL,MED_GPS,-73.36167444000,-3.57853659100,6/2/2016,,94,-3.578536591-73.36167444
373919,601503 JOAQUIN ABENSUR ARAUJO,619371,SOL NACIENTE,MED_GPS,-73.24520791000,-3.56278666800,5/28/2016,,108,-3.562786668-73.24520791
374061,601560,626117,ALFONSO UGARTE,MED_GPS,-73.33156451000,-3.49796381300,6/2/2016,,112,-3.497963813-73.33156451
3882672,ARBOLITO 1,552999,NUEVO VERSALLES,MED_GPS,-73.26283115400,-3.72249155100,6/7/2016,,90,-3.722491551-73.262831154
2724413,LORITO 3,614244,SANTO TOMAS DE CAPIRONAL,MED_GPS,-73.36178279600,-3.57833964200,6/2/2016,,96,-3.578339642-73.361782796
3861393,MI MUNDO DE COLORES,527466,CONSTRUCCION,MED_GPS,-79.65110703300,-6.48123385200,7/9/2016,,112,-6.481233852-79.651107033
3861394,MIS TERNURAS,655176,MOCHUMANOS,MED_GPS,-79.69147210500,-6.47181458200,7/9/2016,,96,-6.471814582-79.691472105
2749119,LUCERITO DE COMEGEN,651714,COMEGEN,MED_GPS,-79.61940416300,-6.46963790800,7/8/2016,,122,-6.469637908-79.619404163
2749120,ESTRELLITAS DE JESUS,111178,MOTUPILLO,MED_GPS,-79.61244699700,-6.44933154200,7/7/2016,,132,-6.449331542-79.612446997
2749170,MARIA AUXILIADORA,613071,LA MANCHURIA,MED_GPS,-79.62664080400,-6.44686760500,7/8/2016,,124,-6.446867605-79.626640804
2678281,GOTITAS DEL SABER,117432,PUCHACA,MED_GPS,-79.48516902500,-6.37693211800,7/7/2016,,303,-6.376932118-79.485169025
2749160,INMACULADA CONCEPCION,533504,EL ALGARROBITO,MED_GPS,-79.46476802400,-6.37314243100,7/7/2016,,350,-6.373142431-79.464768024
2678289,VIRGEN DE LA PAZ,625291,PUCHACA ALTO,MED_GPS,-79.46370943200,-6.36740782500,7/7/2016,,417,-6.367407825-79.463709432
2678283,MI DULCE CASITA,526170,MAMAPAMPA,MED_GPS,-79.40836714700,-6.25823571200,7/10/2016,,1854,-6.258235712-79.408367147
2678263,SE├æOR DE LOS MILAGROS,512031,CHUYAPAMPA,MED_GPS,-79.32295998500,-6.25057771500,7/15/2016,,3189,-6.250577715-79.322959985
2720554,TIERNOS ANGELITOS,683107,CONCHUYNA,MED_GPS,-79.30676337500,-6.24297633700,7/15/2016,,3236,-6.242976337-79.306763375
2678246,CORAZONCITOS ALEGRES,623100,ATUNCERCA,MED_GPS,-79.37906931500,-6.23317563500,7/14/2016,,2555,-6.233175635-79.379069315
2720553,CORAZONCITOS ALEGRES,233744,TINGO,MED_GPS,-79.32597388400,-6.22771355000,7/15/2016,,2591,-6.22771355-79.325973884
2678228,SIEMPRE UNIDOS,113343,AYAMACHAY,MED_GPS,-79.37893266900,-6.22352124400,7/13/2016,,2842,-6.223521244-79.378932669
